INSERT INTO REVIEW VALUES (RNUMBER.nextval, 251, RNUMBER.currval, 0, 0, '리뷰1', 3, '1번째 리뷰', '2020-05-12', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 149, RNUMBER.currval, 0, 0, '리뷰3792', 1, '3792번째 리뷰', '2020-04-15', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 276, RNUMBER.currval, 0, 0, '리뷰3793', 4, '3793번째 리뷰', '2020-03-03', '리뷰봇', '10대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 251, RNUMBER.currval, 0, 0, '리뷰3794', 1, '3794번째 리뷰', '2020-03-22', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 146, RNUMBER.currval, 0, 0, '리뷰3795', 3, '3795번째 리뷰', '2020-04-25', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 154, RNUMBER.currval, 0, 0, '리뷰3796', 1, '3796번째 리뷰', '2020-02-25', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 245, RNUMBER.currval, 0, 0, '리뷰3797', 4, '3797번째 리뷰', '2020-05-19', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 266, RNUMBER.currval, 0, 0, '리뷰3798', 3, '3798번째 리뷰', '2020-03-02', '리뷰봇', '40대 ↑', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 222, RNUMBER.currval, 0, 0, '리뷰3799', 5, '3799번째 리뷰', '2020-05-23', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 169, RNUMBER.currval, 0, 0, '리뷰3800', 2, '3800번째 리뷰', '2020-03-10', '리뷰봇', '30대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 219, RNUMBER.currval, 0, 0, '리뷰3801', 1, '3801번째 리뷰', '2020-03-19', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 232, RNUMBER.currval, 0, 0, '리뷰3802', 2, '3802번째 리뷰', '2020-05-25', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 147, RNUMBER.currval, 0, 0, '리뷰3803', 2, '3803번째 리뷰', '2020-05-20', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 202, RNUMBER.currval, 0, 0, '리뷰3804', 1, '3804번째 리뷰', '2020-05-14', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 191, RNUMBER.currval, 0, 0, '리뷰3805', 4, '3805번째 리뷰', '2020-03-25', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 164, RNUMBER.currval, 0, 0, '리뷰3806', 1, '3806번째 리뷰', '2020-05-13', '리뷰봇', '20대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 212, RNUMBER.currval, 0, 0, '리뷰3807', 1, '3807번째 리뷰', '2020-03-22', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 274, RNUMBER.currval, 0, 0, '리뷰3808', 3, '3808번째 리뷰', '2020-04-16', '리뷰봇', '10대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 222, RNUMBER.currval, 0, 0, '리뷰3809', 5, '3809번째 리뷰', '2020-03-13', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 281, RNUMBER.currval, 0, 0, '리뷰3810', 4, '3810번째 리뷰', '2020-03-18', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 169, RNUMBER.currval, 0, 0, '리뷰3811', 3, '3811번째 리뷰', '2020-03-06', '리뷰봇', '40대 ↑', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰3812', 4, '3812번째 리뷰', '2020-03-10', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 198, RNUMBER.currval, 0, 0, '리뷰3813', 4, '3813번째 리뷰', '2020-03-08', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 259, RNUMBER.currval, 0, 0, '리뷰3814', 5, '3814번째 리뷰', '2020-04-09', '리뷰봇', '10대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 237, RNUMBER.currval, 0, 0, '리뷰3815', 1, '3815번째 리뷰', '2020-04-05', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 262, RNUMBER.currval, 0, 0, '리뷰3816', 2, '3816번째 리뷰', '2020-02-18', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 215, RNUMBER.currval, 0, 0, '리뷰3817', 1, '3817번째 리뷰', '2020-04-08', '리뷰봇', '10대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 215, RNUMBER.currval, 0, 0, '리뷰3818', 1, '3818번째 리뷰', '2020-03-20', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 268, RNUMBER.currval, 0, 0, '리뷰3819', 1, '3819번째 리뷰', '2020-04-03', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 146, RNUMBER.currval, 0, 0, '리뷰3820', 1, '3820번째 리뷰', '2020-04-09', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 278, RNUMBER.currval, 0, 0, '리뷰3821', 5, '3821번째 리뷰', '2020-04-15', '리뷰봇', '40대 ↑', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 210, RNUMBER.currval, 0, 0, '리뷰3822', 4, '3822번째 리뷰', '2020-03-01', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 229, RNUMBER.currval, 0, 0, '리뷰3823', 2, '3823번째 리뷰', '2020-03-08', '리뷰봇', '20대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 189, RNUMBER.currval, 0, 0, '리뷰3824', 4, '3824번째 리뷰', '2020-04-01', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 222, RNUMBER.currval, 0, 0, '리뷰3825', 3, '3825번째 리뷰', '2020-04-10', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 237, RNUMBER.currval, 0, 0, '리뷰3826', 1, '3826번째 리뷰', '2020-03-02', '리뷰봇', '40대 ↑', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 158, RNUMBER.currval, 0, 0, '리뷰3827', 5, '3827번째 리뷰', '2020-03-31', '리뷰봇', '40대 ↑', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 280, RNUMBER.currval, 0, 0, '리뷰3828', 4, '3828번째 리뷰', '2020-03-21', '리뷰봇', '20대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 150, RNUMBER.currval, 0, 0, '리뷰3829', 1, '3829번째 리뷰', '2020-05-09', '리뷰봇', '20대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 201, RNUMBER.currval, 0, 0, '리뷰3830', 4, '3830번째 리뷰', '2020-05-02', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰3831', 2, '3831번째 리뷰', '2020-02-29', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 230, RNUMBER.currval, 0, 0, '리뷰3832', 2, '3832번째 리뷰', '2020-05-22', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 156, RNUMBER.currval, 0, 0, '리뷰3833', 2, '3833번째 리뷰', '2020-04-28', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 271, RNUMBER.currval, 0, 0, '리뷰3834', 4, '3834번째 리뷰', '2020-03-07', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 221, RNUMBER.currval, 0, 0, '리뷰3835', 1, '3835번째 리뷰', '2020-02-18', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 249, RNUMBER.currval, 0, 0, '리뷰3836', 1, '3836번째 리뷰', '2020-03-22', '리뷰봇', '30대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 210, RNUMBER.currval, 0, 0, '리뷰3837', 1, '3837번째 리뷰', '2020-05-05', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 251, RNUMBER.currval, 0, 0, '리뷰3838', 2, '3838번째 리뷰', '2020-04-06', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 165, RNUMBER.currval, 0, 0, '리뷰3839', 1, '3839번째 리뷰', '2020-02-21', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 254, RNUMBER.currval, 0, 0, '리뷰3840', 5, '3840번째 리뷰', '2020-05-06', '리뷰봇', '40대 ↑', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 182, RNUMBER.currval, 0, 0, '리뷰3841', 4, '3841번째 리뷰', '2020-03-05', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 259, RNUMBER.currval, 0, 0, '리뷰3842', 3, '3842번째 리뷰', '2020-02-22', '리뷰봇', '40대 ↑', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 219, RNUMBER.currval, 0, 0, '리뷰3843', 2, '3843번째 리뷰', '2020-04-05', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 216, RNUMBER.currval, 0, 0, '리뷰3844', 2, '3844번째 리뷰', '2020-04-23', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 253, RNUMBER.currval, 0, 0, '리뷰3845', 2, '3845번째 리뷰', '2020-02-23', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 184, RNUMBER.currval, 0, 0, '리뷰3846', 2, '3846번째 리뷰', '2020-03-06', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 256, RNUMBER.currval, 0, 0, '리뷰3847', 5, '3847번째 리뷰', '2020-04-15', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 259, RNUMBER.currval, 0, 0, '리뷰3848', 2, '3848번째 리뷰', '2020-02-25', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 214, RNUMBER.currval, 0, 0, '리뷰3849', 2, '3849번째 리뷰', '2020-03-26', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 278, RNUMBER.currval, 0, 0, '리뷰3850', 2, '3850번째 리뷰', '2020-03-28', '리뷰봇', '30대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 203, RNUMBER.currval, 0, 0, '리뷰3851', 4, '3851번째 리뷰', '2020-03-21', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 164, RNUMBER.currval, 0, 0, '리뷰3852', 3, '3852번째 리뷰', '2020-02-29', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 230, RNUMBER.currval, 0, 0, '리뷰3853', 2, '3853번째 리뷰', '2020-03-19', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 195, RNUMBER.currval, 0, 0, '리뷰3854', 2, '3854번째 리뷰', '2020-05-03', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 172, RNUMBER.currval, 0, 0, '리뷰3855', 3, '3855번째 리뷰', '2020-04-28', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 238, RNUMBER.currval, 0, 0, '리뷰3856', 3, '3856번째 리뷰', '2020-05-18', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 206, RNUMBER.currval, 0, 0, '리뷰3857', 1, '3857번째 리뷰', '2020-05-14', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 223, RNUMBER.currval, 0, 0, '리뷰3858', 4, '3858번째 리뷰', '2020-04-05', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 270, RNUMBER.currval, 0, 0, '리뷰3859', 5, '3859번째 리뷰', '2020-04-26', '리뷰봇', '30대', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 249, RNUMBER.currval, 0, 0, '리뷰3860', 4, '3860번째 리뷰', '2020-03-13', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 249, RNUMBER.currval, 0, 0, '리뷰3861', 2, '3861번째 리뷰', '2020-03-12', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 203, RNUMBER.currval, 0, 0, '리뷰3862', 4, '3862번째 리뷰', '2020-04-11', '리뷰봇', '20대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 240, RNUMBER.currval, 0, 0, '리뷰3863', 4, '3863번째 리뷰', '2020-05-22', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 197, RNUMBER.currval, 0, 0, '리뷰3864', 1, '3864번째 리뷰', '2020-02-17', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 209, RNUMBER.currval, 0, 0, '리뷰3865', 3, '3865번째 리뷰', '2020-03-16', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 229, RNUMBER.currval, 0, 0, '리뷰3866', 2, '3866번째 리뷰', '2020-03-10', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 242, RNUMBER.currval, 0, 0, '리뷰3867', 5, '3867번째 리뷰', '2020-03-03', '리뷰봇', '40대 ↑', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰3868', 4, '3868번째 리뷰', '2020-03-29', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 174, RNUMBER.currval, 0, 0, '리뷰3869', 2, '3869번째 리뷰', '2020-02-29', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 245, RNUMBER.currval, 0, 0, '리뷰3870', 2, '3870번째 리뷰', '2020-04-03', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 252, RNUMBER.currval, 0, 0, '리뷰3871', 1, '3871번째 리뷰', '2020-03-01', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 264, RNUMBER.currval, 0, 0, '리뷰3872', 5, '3872번째 리뷰', '2020-04-09', '리뷰봇', '40대 ↑', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 188, RNUMBER.currval, 0, 0, '리뷰3873', 3, '3873번째 리뷰', '2020-05-18', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 201, RNUMBER.currval, 0, 0, '리뷰3874', 3, '3874번째 리뷰', '2020-03-15', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 151, RNUMBER.currval, 0, 0, '리뷰3875', 5, '3875번째 리뷰', '2020-05-25', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 259, RNUMBER.currval, 0, 0, '리뷰3876', 2, '3876번째 리뷰', '2020-03-10', '리뷰봇', '40대 ↑', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 151, RNUMBER.currval, 0, 0, '리뷰3877', 3, '3877번째 리뷰', '2020-03-05', '리뷰봇', '20대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 248, RNUMBER.currval, 0, 0, '리뷰3878', 2, '3878번째 리뷰', '2020-05-01', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 262, RNUMBER.currval, 0, 0, '리뷰3879', 4, '3879번째 리뷰', '2020-05-21', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰3880', 2, '3880번째 리뷰', '2020-03-02', '리뷰봇', '20대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 193, RNUMBER.currval, 0, 0, '리뷰3881', 3, '3881번째 리뷰', '2020-05-12', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 201, RNUMBER.currval, 0, 0, '리뷰3882', 2, '3882번째 리뷰', '2020-02-18', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 257, RNUMBER.currval, 0, 0, '리뷰3883', 3, '3883번째 리뷰', '2020-03-23', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 219, RNUMBER.currval, 0, 0, '리뷰3884', 2, '3884번째 리뷰', '2020-05-22', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰3885', 5, '3885번째 리뷰', '2020-02-26', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 159, RNUMBER.currval, 0, 0, '리뷰3886', 5, '3886번째 리뷰', '2020-02-19', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 175, RNUMBER.currval, 0, 0, '리뷰3887', 1, '3887번째 리뷰', '2020-05-16', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 173, RNUMBER.currval, 0, 0, '리뷰3888', 5, '3888번째 리뷰', '2020-04-07', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 205, RNUMBER.currval, 0, 0, '리뷰3889', 1, '3889번째 리뷰', '2020-03-23', '리뷰봇', '10대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 260, RNUMBER.currval, 0, 0, '리뷰3890', 4, '3890번째 리뷰', '2020-02-29', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 268, RNUMBER.currval, 0, 0, '리뷰3891', 5, '3891번째 리뷰', '2020-04-27', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 202, RNUMBER.currval, 0, 0, '리뷰3892', 4, '3892번째 리뷰', '2020-03-29', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 248, RNUMBER.currval, 0, 0, '리뷰3893', 3, '3893번째 리뷰', '2020-05-03', '리뷰봇', '30대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 173, RNUMBER.currval, 0, 0, '리뷰3894', 2, '3894번째 리뷰', '2020-05-14', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 245, RNUMBER.currval, 0, 0, '리뷰3895', 2, '3895번째 리뷰', '2020-05-24', '리뷰봇', '30대', '♂', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 161, RNUMBER.currval, 0, 0, '리뷰3896', 3, '3896번째 리뷰', '2020-05-03', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 239, RNUMBER.currval, 0, 0, '리뷰3897', 4, '3897번째 리뷰', '2020-05-21', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 248, RNUMBER.currval, 0, 0, '리뷰3898', 3, '3898번째 리뷰', '2020-03-14', '리뷰봇', '40대 ↑', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 258, RNUMBER.currval, 0, 0, '리뷰3899', 5, '3899번째 리뷰', '2020-04-06', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 152, RNUMBER.currval, 0, 0, '리뷰3900', 2, '3900번째 리뷰', '2020-03-21', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 186, RNUMBER.currval, 0, 0, '리뷰3901', 5, '3901번째 리뷰', '2020-05-06', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 159, RNUMBER.currval, 0, 0, '리뷰3902', 1, '3902번째 리뷰', '2020-02-25', '리뷰봇', '20대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 261, RNUMBER.currval, 0, 0, '리뷰3903', 3, '3903번째 리뷰', '2020-05-19', '리뷰봇', '10대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 156, RNUMBER.currval, 0, 0, '리뷰3904', 2, '3904번째 리뷰', '2020-02-17', '리뷰봇', '30대', '♀', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 250, RNUMBER.currval, 0, 0, '리뷰3905', 2, '3905번째 리뷰', '2020-04-30', '리뷰봇', '30대', '♀', '지성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰3906', 3, '3906번째 리뷰', '2020-04-07', '리뷰봇', '20대', '♀', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 279, RNUMBER.currval, 0, 0, '리뷰3907', 4, '3907번째 리뷰', '2020-05-05', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 259, RNUMBER.currval, 0, 0, '리뷰3908', 3, '3908번째 리뷰', '2020-04-28', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 199, RNUMBER.currval, 0, 0, '리뷰3909', 5, '3909번째 리뷰', '2020-05-04', '리뷰봇', '40대 ↑', '♂', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 164, RNUMBER.currval, 0, 0, '리뷰3910', 4, '3910번째 리뷰', '2020-03-08', '리뷰봇', '20대', '♀', '복합성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 142, RNUMBER.currval, 0, 0, '리뷰3911', 2, '3911번째 리뷰', '2020-05-12', '리뷰봇', '20대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 156, RNUMBER.currval, 0, 0, '리뷰3912', 5, '3912번째 리뷰', '2020-03-25', '리뷰봇', '30대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 153, RNUMBER.currval, 0, 0, '리뷰3913', 1, '3913번째 리뷰', '2020-05-13', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 219, RNUMBER.currval, 0, 0, '리뷰3914', 5, '3914번째 리뷰', '2020-04-18', '리뷰봇', '30대', '♂', '중성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 206, RNUMBER.currval, 0, 0, '리뷰3915', 3, '3915번째 리뷰', '2020-04-21', '리뷰봇', '40대 ↑', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 152, RNUMBER.currval, 0, 0, '리뷰3916', 1, '3916번째 리뷰', '2020-02-19', '리뷰봇', '30대', '♀', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 234, RNUMBER.currval, 0, 0, '리뷰3917', 4, '3917번째 리뷰', '2020-05-11', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 258, RNUMBER.currval, 0, 0, '리뷰3918', 3, '3918번째 리뷰', '2020-03-17', '리뷰봇', '30대', '♂', '건성', 0, 0, 0);
INSERT INTO REVIEW VALUES (RNUMBER.nextval, 227, RNUMBER.currval, 0, 0, '리뷰3919', 3, '3919번째 리뷰', '2020-05-09', '리뷰봇', '20대', '♂', '민감성', 0, 0, 0);
